Sarlavha (UZ),Kompaniya (Original),Joylashuv (UZ),Sana (Original),Havola
"[ASN] global tarkib platformasi, Android rivojlanishini yollash",(주)오렌지풋볼네트워크,"Jung -Gu, Seul",~ 09/15(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51327320&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Mashina ko'rish rasmlarini qayta ishlashni qayta ishlash,(주)코눈,"Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/16(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51053295&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[Nafidlik / Seul] Ma'lumot tahlili va AI modelini rivojlantirishni yollash,(주)네피리티,"Seocho -Gu, Seul",~ 07/30(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51156821&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
2025 yilning ikkinchi yarmida davlat xizmati kabi ishchilarni yollash (iqlim tadqiqotlari),국립기상과학원,Jeju Seogvipo Siti,~ 07/29(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51382460&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
2025 yilning ikkinchi yarmida fuqarolik xizmati kabi ishchilarni yollash (iqlim o'zgarishi),국립기상과학원,Jeju Seogvipo Siti,~ 07/29(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51383221&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
2025 yil ikkinchi yarmida davlat xizmati kabi ishchilarni yollash (Yer atmosferasi),국립기상과학원,Jeju Seogvipo Siti,~ 07/29(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51383194&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[Yomg'ir] Sun'iy razvedka Imzolangan SW ishlab chiqaruvchi yollash,(주)디퍼아이,"Seocho -Gu, Seul",채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50906650&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
"[Pusan shtab-kvartirasi] Orqa oxiriga, old tomonini ishlab chiqaruvchisi (martaba)",(주)제로웹,Busdan Xelandae -Gu,~ 08/01(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51138944&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Ulangan harakatchanlik xizmati platformaning ishlab chiquvchisi (2 yildan ortiq),(주)퍼스트씨앤디,"H9ASAGON -SI, GYEONGI -DO",~ 09/23(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51394292&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[To'liq milliy xarajatlar] AI katta ma'lumotlar (orqa oxiri / old tomoni) ishlab chiqaruvchi ish malakasini oshirish,한국기술교육직업전문학교,Busan Dongnae -Gu,~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45987137&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
"Tasdiqlash muhandisi va raqamli mantiqiy ishlab chiqaruvchi, texnologik sotish / marketing",아이디어스투실리콘(주),"Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 08/14(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51291605&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
2025 yilda kompaniya veb-ishlab chiqaruvchisi (oldingi tugatish / orqada) ish bilan ta'minlash,(주)아이알컴퍼니,Busdan Xelandae -Gu,~ 07/31(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50999011&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
"[Moliyaviy Si, SM] Java, JSP kariyer veb-dasturchilari.",(주)누리어시스템,"Hanam -si, gyeonggi -do -do",~ 08/02(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51197438&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[To'liq ish joyiga] Har bir sohada ishlab chiqaruvchi faoliyatini yollash,(주)몽키소프트,"Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/07(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51236199&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[Moliya Si] bosh vazir / pl karyera iste'dodi.,(주)누리어시스템,"Hanam -si, gyeonggi -do -do",~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51265675&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Raqamli IC dizayneri (16 yoshdan 20 yillik tajriba),루시드마이크로시스템즈(주),"Seongnam -si, Gyeonggi -do -do",~ 08/21(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51364946&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
"Integratsiyalashgan platformani rivojlantirish, ta'lim va operatsiyani qo'llab-quvvatlash",(주)한국갈등관리디지털진흥원,DAEJON Yussong -Gu,~ 08/07(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51235611&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
AI Ta'lim xizmati Backend ishlab chiqaruvchi yollash,(주)국풀교육,"Songpa -Gu, Seul",~ 08/22(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51371845&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Xorijiy ishlab chiqaruvchilarni yollash - ishlab chiqarish va ma'lumotlar,서울행정사무소,"Jongno -Gu, Seul",~ 08/22(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51372650&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
NLP / AI muhandisi (yangi mumkin bo'lgan),(주)바이오리서치에이아이,Gangnam - The Seul,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51392558&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
"To'lqin Lt., 2025 yil Ltd. yangi va martaba tinglash",(주)웨이브웨어,DAEJON Yussong -Gu,~ 08/31(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51354300&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[Star Labs] Internetning rivojlanish tajribalarini yollash,주식회사 스타랩스,Gangnam - The Seul,~ 08/02(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51199368&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Zenni yollash Oldingi ishlab chiqaruvchilar,(주)젠아,Gangnam - The Seul,~ 09/04(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51221326&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Kompyuter dasturini ishlab chiquvchilarni yollash,(주)욱성미디어,DAEJON Yussong -Gu,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51282329&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Ishlab chiqaruvchi [ERPE · ATB] / DaEjeee ishlamoqda,오아시스스토리(주),DAEJON West,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50965114&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Sun'iy intellekt (Ai) ← katta ma'lumotni rivojlantirish bo'limi (Image qayta ishlash) Linux mumkin,(주)이지에이아이,"Yeongdeungpo -Gu, Seul",~ 08/07(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51241679&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
IT infratuzilmasi tarmoqlarini ishga qabul qilish,시큐어트리(주),"Pyeongtaek, gyeonggi -do",내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51271151&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[Yangi / martaba] Katta ma'lumotlar / AI Actionalizatsiya maslahatchisi,(주)데이터트리,"Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/22(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51376468&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Emnne echimining rejalashtiruvchilari va ma'lumotlarni tahlil qiluvchilar tajribalari,(주)이엠넷,Seul Guro -Gu,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51223653&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[Koardang] Biznes tahlilchisi,쿠팡(주),"Songpa -Gu, Seul",~ 08/02(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51197259&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Seul Milliy Universitetning Ixtisoslashgan ilmiy-tadqiqot instituti ma'lumot muhandis tadqiqotchisi bilan yollash,서울대학교병원,"Jongno -Gu, Seul",~ 08/22(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51376638&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Backend muhandisi ishlab chiqaruvchisi,(주)크레버스,"Seongdongu, Seul",~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51364784&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[Yangi yollash] AI tasvirni qayta ishlashni rivojlantirishni yollash,이노뎁(주),"Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/07(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51255384&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
"[P & PCUU] SW texnologiyasi muhandisi, QA muhandisi yollash",㈜피앤피시큐어,"Gangseo -Gu, Seul",~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51302047&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
"DataSastrs Ai TeelCe Co., LTD ni yollash.",(주)데이터스트림즈,"Seocho -Gu, Seul",상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51348461&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Nepes o'zining menejerini yangi / martaba yollash orqali o'tkazadi,(주)네패스,"Seocho -Gu, Seul",채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50976256&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[Chet el] tarmoq va serverni boshqarish va u yordamchi-gangnam,(주)맨파워코리아,Gangnam - The Seul,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51374452&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Har bir sektorni 2025 yilda yollash,(주)에이직랜드,"YongTton -Gu, Suwon -si, Gyeonggi -do -do",~ 08/24(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50385502&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[Miridi] Ma'lumotni tahlil qilish,(주)미리디,Seul Guro -Gu,~ 08/25(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51134194&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Seuldagi Asan kasalxonasida allergik tadqiqot institutini yollash (Bio INFO MATICK),서울아산병원,"Songpa -Gu, Seul",~ 08/15(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51310074&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
"[TopTech Co., Ltd] Kompyuterni boshqarishning doimiy xodimlarini yollash",(주)톱텍,"Asan -si, chungnam",~ 08/03(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51371956&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Soatlar maslahatchisi Yangi / martaba yollash - -dta tahlil va vizualizatsiya,디포커스(주),"Seongdongu, Seul",~ 08/23(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51116324&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Surin Bioscience Bio Test tahlillar xodimi,㈜서린바이오사이언스,"H9ASAGON -SI, GYEONGI -DO",~ 08/02(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51202206&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
AI sektoridagi yangi / tajribali xodimlarni yollash [Oddiy ish joylari],(주)포스코디엑스,"Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 08/06(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51392180&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[SWM] SWJ dasturchilarini avtonom harakatlanish / sun'iy razvedka sektori bilan yollash,(주)에스더블유엠,"Dong -Gu, Anang -si, Gyeonggi -do -do",채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51264023&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[KOSDAQ BIZNES] Tarmoq serveri / kutubxona ishlab chiqaruvchisi yollash,알서포트(주),"GangD yildag, Seul",~ 08/04(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51293846&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
"[Media Zen Co., Ltd] Tabiiy tilni AI modellashtirishni ishlab chiquvchilarni jalb qilish (yangi / martaba)",미디어젠(주),"Gangseo -Gu, Seul",~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51350917&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Qa / elastiksearch muhandis / Exmonon muhandis,(주)엑셈,"Gangseo -Gu, Seul",채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51363546&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[Tibbiy AI kompaniyasi] RA jamoasi etakchisi / SW testi avtomatlashtirish / tibbiyot qurilmasi,뉴로핏(주),Gangnam - The Seul,~ 08/23(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51383559&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[Samil buxgalteriya korporatsiyasi] Gen AI & AT AYTANDER / Maslahatchi yangi / martaba yollash,삼일회계법인,Yongsan - The Seul,~ 08/10(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51371892&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
AI model & LLM ishlab chiqaruvchisi / Mamatlar olimi / Bosh vazir / katta ma'lumotlar qurilishi,(주)엑셈,"Gangseo -Gu, Seul",채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51360853&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[To'liq ish vaqtini] echimini ishlab chiqaruvchisi,(주)퀸텟시스템즈,"Yeongdeungpo -Gu, Seul",~ 08/01(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51190950&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
SW muhandis yollash,(주)아이앤씨테크놀로지,"Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 08/13(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51292665&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
IT / AI bo'limini (shu jumladan professional tadqiqotchilar),(주)연합인포맥스,"Jongno -Gu, Seul",~ 08/21(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51359260&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
"[Li erson F & C Co., Ltd.",(주)이연에프엔씨,Gangnam - The Seul,~ 08/03(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51372296&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
IT / AI infratuzilmasi menejeri,(주)레페리,"Yeongdeungpo -Gu, Seul",채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51392527&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Ai ishlab chiqaruvchisi,엔카닷컴(주),"Jung -Gu, Seul",~ 08/20(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51364865&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Muhandis yangi va martaba tinglash,인프라에어홀딩스(주),"Ichon -si, Gyeonggi -do -do",~ 08/14(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51303203&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Backend dasturchisi,(주)데일리펀딩,Gangnam - The Seul,~ 08/21(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51375154&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
"[T -MAP Mobility] ishlab chiqaruvchini yollash (masalan, bo'l, de, De, Modellashtirish, Rad etish Bosh vazir)",티맵모빌리티(주),"Jung -Gu, Seul",채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50985475&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[France Technology] Dasturiy ta'minotni ishlab chiqish sohasida to'liq ishlaydigan xodimlarni yollash,(주)프람트테크놀로지,Gangnam - The Seul,~ 08/09(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51261266&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
Belok korporativ tadqiqot instituti 2-jamoa 2 Web ishlab chiqaruvchi yollash,주식회사 벨로크,"Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/14(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51304538&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
[Go'zallik / kosmetika / miksoon] Global biznes Bomaniya bo'limi haqida tahlilchilarni yollash,(주)파켓,Gangnam - The Seul,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50928618&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=5614e112-5649-48f2-9c31-643053feb2b8
