Sarlavha (UZ),Kompaniya (UZ),Joylashuv (UZ),Sana (UZ),Havola
Atrof-muhit sohasida ilmiy-tadqiqot va ma'lumotlar tahlil qilish menejeri,"Zc echimi co., ltd.","Gangseo -Gu, Seul",~ 08/23 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51383960&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
2025 S / W tarqalgan yangi / tajriba oshkor qilish,"Orbit Alli Co., Ltd. (Orbritko., LTD.)","Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/14 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51290707&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
"[Tokio ishlayotgan] Orqa oxiriga, Server Junior dasturchilari (yapon majburiy)",Nous,yapon,~ 08/17 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51338667&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
"[Tokio Mehnat] Backendni yollash, Server dasturchilari (yapon majburiy)",Nous,yapon,~ 08/17 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51338662&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Dastur muhandisi,Henny & McCoy,Gangnam - The Seul,~ 08/09 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51393043&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Biz dasturiy ta'minot ishlab chiqaruvchisimiz.,"Top stol Co., Ltd.","Mapo -Gu, Seul",~ 08/21 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51365497&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Kupang Logistic xizmati] Logistika innovatsion rukie,"Kupang Co, Ltd.","Songpa -Gu, Seul",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51147911&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Yangi biznes savdosi va tajribali xodimlarni yollash,"Techway Co., Ltd.","Suji-dan, yongin - gyeonggi -do -do",~ 08/09 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51350871&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Cymon] S / W W ning yangi / martaba yollash,"Cymon Co., LTD.","Suji-dan, yongin - gyeonggi -do -do",~ 08/10 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51276919&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Somosont teshigi / kam kodlash tajribasini ishlab chiquvchisi,"Solomon Tech Co., Ltd.","Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/20 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51353864&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Yirik tilni modellashtirish olimi,"LG tadqiqot instituti Co., Ltd.","Gangseo -Gu, Seul",~ 07/31 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51332863&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Ai tadqiqotchisi] NLP tadqiqot muhandisi startasht,"LG tadqiqot instituti Co., Ltd.","Gangseo -Gu, Seul",~ 07/31 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51345934&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Karyera] 'Amorepific Carecutication_hr kitektiv va muhandis,"Amorepacific Co., Ltd.",Barcha Seul,~ 08/11 (dona),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51345635&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Injilning ikkinchi darajali ishga qabul qilish,"Angliya Co., LTD.","Seocho -Gu, Seul",~ 08/01 (FRI),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51191184&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Avtomatlashtirish uchun asbob-uskunalar Boshqarish vositasi yig'ish,"MPPUS CO, LTD.","Gebundeok - xeongju -si, chungbuk",~ 07/31 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51169557&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
SW dasturchilarini yollash (Daegu),"Yumshoq IECH CO, LTD.",Daegu dong-ning,~ 08/14 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51299281&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
"Solic Eng Co., Ltd.Ict biznes-biznes-jamoasi bulutli biznes jamoasi","Qattiq Eng Co., LTD.",DAEJON Yussong -Gu,Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50974737&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Saraton Markazining milliy saraton markazi tomonidan kiritilgan jamoa ilmiy-tadqiqot instituti (sog'liqni saqlash katta ma'lumotlar),Sanktologiya markazi,"Ilsan -dong --Gu, GYANIZ -SI, GYEONGGI -DO",~ 08/20 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51347127&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
"JC HYun tizimi Co., Ltd.","JC HYun tizimi Co., Ltd.",Yongsan - The Seul,~ 07/31 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50998980&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Logistika avtomatlashtirish uskunalari S / W dasturer yollash,"Sinustech Co, Ltd.","Gvakeon, Gyeonggi -do -do",~ 08/31 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51323178&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Rasm] Mashinani ko'rish SW dasturiy ta'minotni ishlab chiquvchisi (C ++ / MFC),"Rasm Co., Ltd.",Gwangmyeong - - Gyeonggi -do,~ 08/23 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51380934&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Cashvalkulky] Orqaga Rivojlanishni qayta ishlash Tyecustratsiyasi,"Yong'oq sog'liqni saqlash Co., Ltd.",Gangnam - The Seul,~ 08/04 (dona),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50959812&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Selvas Sog'liqni saqlash] SW ishlab chiqaruvchisi va savdo yangi / martaba yollash,"Sevas Sog'liqni saqlash Co., Ltd.",DAEJON Yussong -Gu,~ 08/16 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51322092&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Seelvas Sog'liqni saqlash] SW dasturchisi yangi / martaba yollash,"Sevas Sog'liqni saqlash Co., Ltd.",DAEJON Yussong -Gu,~ 08/17 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51333153&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Neyroeka] Avtomatlashtirish uskunalarini ishlab chiqish va ishlab chiqarish texnologiyasini ishga tushirish (Chionan filiali),"Neyromeka co., ltd.",Seobuk - The Cheonon - Chungnam,Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51360606&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Rap menejment xonasi (aktsiyadorlik va menejment uchun),"Hana qimmatli qog'ozlar Co., LTD.","Yeongdeungpo -Gu, Seul",~ 08/06 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51380514&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Chet el raqamli marketing] qidiruv tizimini optik (SEO) maslahatchisini yollash,"Artiya Co., Ltd.","Mapo -Gu, Seul",~ 08/13 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51373643&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Balsan Stantsiya / ro'yxatlangan kompaniya / yangi mumkin bo'lgan kompaniya) moliyaviy uni yollash korporativ ma'lumotlar bo'yicha yordam,"Inson Co., Ltd.","Gangseo -Gu, Seul",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51273952&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
"[Umumiy] AI avtomatlashtirilgan muhandisi (3 oy, tajriba -pe dasturi)","Baland yog'och Co., LTD.",Gangnam - The Seul,~ 07/31 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51334617&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Sun'iy intellekt (AI) xizmatini rejalashtiruvchisi (yangi / martaba),"IMC Co., LTD.","Jung -Gu, Seul",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51077641&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Yangi] Mobil RTS va Server / MMORPG Mijoz,"Sharqiy o'yinlar Co., Ltd.","Seocho -Gu, Seul",~ 08/26 (Tue),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51146341&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
"[Fit Tech Co., Ltd.] R & Dda ko'p mehnat qiladigan odam","Mos Tech Co., Ltd.",Gangvon Woneju shahri,~ 08/17 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51331705&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Vision optik rivojlanish yangi / tajribasi (kasbiy xodimlar mavjud),"Winchech avtomatlashtirish Co., Ltd.","YongTton -Gu, Suwon -si, Gyeonggi -do -do",~ 08/21 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51358260&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Mobil mobil robot dasturiy ta'minoti,"Sisnobotic Co., Ltd.","Seongnam -si, Gyeonggi -do -do",~ 08/16 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51327827&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Naver Labs] Iste'mol va robototexnika tadqiqot muhandisi,"Naver Labs Co., Ltd.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 08/17 (Quyosh),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51361828&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Java kabi so'nggi tillarda asportilayotganlarni to'liq qidiruvchilar,"Yaxshi Bridge Co., Ltd.","Songpa -Gu, Seul",~ 08/22 (Fri),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51376733&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Yeuoido / ~ ~4 million / konversiya] Davlat korporatsiyalari bo'yicha statistikalarni yollash,"Tempin Co., Ltd.","Yeongdeungpo -Gu, Seul",~ 08/06 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51223513&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Gangnam / Ish haqi bo'yicha maslahat / muntazam ish bilan ta'minlash] AI muhandisi AI muhandisi,"Tempin Co., Ltd.",Gangnam - The Seul,~ 08/09 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51265152&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Veb dasturchilarni yollash (martaba),"Selemate co., ltd.","Mapo -Gu, Seul",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51270873&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Ko'z texnologiyasi guruhi bilan hamkasbini topish,"Nuqta ko'z co., ltd.",Gangnam - The Seul,~ 08/15 (Fri),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51314443&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Laders Raqam] Java Backend Developer yollash yoki 2 yil yoki undan ortiq],"Qo'rg'oshin raqami CO., LTD.",Seul Guro -Gu,~ 08/20 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51350359&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
[Chuqur x] [ai yarimto'g'inchi] doimiy ravishda yollash,"Chuqur X Co., Ltd.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",Soat 8 ta,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51360261&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Yangi va martaba avtoulovi BattField S / W W qabul qiluvchilar (avtozar),"Moby PIN texnologiyasi Co., Ltd.",Gangnam - The Seul,Muntazam yollash,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51127593&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Mobile jumboq o'yini O'yin dasturchisi,"Puzzle bitta studiya Co., Ltd.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51384204&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Backendni (Server) va oldingi rivojlanish xodimlarini yollash,"Mex Co., LTD.","Dong -Gu, Anang -si, Gyeonggi -do -do",~ 08/22 (Fri),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51375922&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=9063c04a-2ff5-4886-a0ea-265858c28142
Birlik va veb-ishlab chiqaruvchi yangi / martaba ish joylari,"El Shoech Co, Ltd.","Giheung -gu, Yongin -si, Gyeonggi -do -do",~ 08/23 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51381982&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
Yangi tugun zaxirasi,"POZICUBE CO, LTD.",Gangnam - The Seul,~ 08/20 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51349191&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
To'liq va shartnoma ishchilarini lavozimiga o'tkazish,"Wikid Storm Co., Ltd.","Gangseo -Gu, Seul",~ 08/23 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51383279&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
[Tomas Towetin] Yangi AI muhandislarini yollash,"Tomas Towet Co., Ltd.","Mapo -Gu, Seul",~ 08/23 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51386366&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
[Kal / Yaponiya ishi] Vision konfutsiy / Internetning to'liq ishlaydigan xodimlariga xush kelibsiz (yapon majburiy),"Carl Co., Ltd. (Savdo idorasi)",yapon,~ 08/13 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51293107&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
"[ASN] global tarkib platformasi, Android rivojlanishini yollash","Orange futbol tarmog'i Co., Ltd.","Jung -Gu, Seul",~ 09/15 (dush),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51327320&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
Mashina ko'rish rasmlarini qayta ishlashni qayta ishlash,"Makkajo'xori Co., LTD.","Geumcheeeeeeeeeeeeeeeeeee, Seul",~ 08/16 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51053295&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
[Nafidlik / Seul] Ma'lumot tahlili va AI modelini rivojlantirishni yollash,"Nefidnes Co., Ltd.","Seocho -Gu, Seul",~ 07/30 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51156821&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
2025 yilning ikkinchi yarmida fuqarolik xizmati kabi ishchilarni yollash (iqlim o'zgarishi),Meteorologiya fanlari instituti,Jeju Seogvipo Siti,Ertaga tugatish,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51383221&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
2025 yil ikkinchi yarmida davlat xizmati kabi ishchilarni yollash (Yer atmosferasi),Meteorologiya fanlari instituti,Jeju Seogvipo Siti,Ertaga tugatish,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51383194&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
"Meta laboratoriyasi Koreya aqlli ishlab chiqarish, bu konvergent innovatsion jamoaviylar rejalashtirish va strategik yollash","Meta laborator Koreya Co., Ltd.",Busan Sasagb --Gu,Muntazam yollash,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51401206&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
[Yomg'ir] Sun'iy razvedka Imzolangan SW ishlab chiqaruvchi yollash,"Dipper ko'z Co., Ltd.","Seocho -Gu, Seul",Yollashda,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50906650&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
"[Pusan shtab-kvartirasi] Orqa oxiriga, old tomonini ishlab chiqaruvchisi (martaba)","Nol veb-co., LTD.",Busdan Xelandae -Gu,~ 08/01 (FRI),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51138944&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
Ulangan harakatchanlik xizmati platformaning ishlab chiquvchisi (2 yildan ortiq),Birinchi C & D,"H9ASAGON -SI, GYEONGI -DO",~ 09/23 (Tue),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51394292&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
[To'liq milliy xarajatlar] AI katta ma'lumotlar (orqa oxiri / old tomoni) ishlab chiqaruvchi ish malakasini oshirish,Koreya Texnologiyalari Ta'lim kasb-hunar kolleji,Busan Dongnae -Gu,~ 08/20 (Wed),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45987137&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
"Tasdiqlash muhandisi va raqamli mantiqiy ishlab chiqaruvchi, texnologik sotish / marketing","MA'LUMOT SUSSILICON CO, LTD.","Bunddang -Gu, Seongnam -si, Gyeonggi -do -do",~ 08/14 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51291605&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
2025 yilda kompaniya veb-ishlab chiqaruvchisi (oldingi tugatish / orqada) ish bilan ta'minlash,"Men kompaniyaning Co., Ltd.",Busdan Xelandae -Gu,~ 07/31 (Thu),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50999011&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
"[Moliyaviy Si, SM] Java, JSP kariyer veb-dasturchilari.","Nurier tizimi Co., Ltd.","Hanam -si, gyeonggi -do -do",~ 08/02 (SAT),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51197438&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=a75c2698-b806-4c43-b767-1bdb29b6777b
